id,city,basin,riverName,siteName,date,RPI,WT,PH,EC,NH3N,Ch,Temperature,SS,DO,COD,DOS,BOD,CG
130,宜蘭縣,南澳溪流域,南澳溪,南澳橋,2015/04/07,1,20.7,8.5,278,<0.01,-,22.3,5.9,8.8000000000000007,<4.0,98.5,<1.0,220
131,宜蘭縣,南澳溪流域,南澳溪,澳尾橋,2015/04/07,1,21.8,8.6,268,<0.01,-,22.6,9.3000000000000007,9.5,<4.0,108.2,<1.0,120
132,宜蘭縣,南澳溪流域,南澳溪,金洋二號橋(原為金洋),2015/04/07,1,20.2,7.9,187,<0.01,-,22.4,3.4,9.1,<4.0,101.2,<1.0,80
133,宜蘭縣,和平溪流域,和平溪,大濁水橋,2015/04/07,3.3,21.2,8.3000000000000007,412,0.16,-,23.6,621,8.5,7.8,95.1,<1.0,1300
134,宜蘭縣,得子口溪流域,得子口溪,七結橋(取代得子口橋),2015/04/08,3.8,20.3,7.2,208,1.63,-,19,26.7,4.9000000000000004,11.9,54,3.7,41000
135,宜蘭縣,得子口溪流域,得子口溪,時潮橋(原為復興橋),2015/04/08,3.8,20.6,7.5,862,2.0699999999999998,187,18.600000000000001,22.9,5.0999999999999996,16.899999999999999,56.9,3.2,4300
136,宜蘭縣,得子口溪流域,得子口溪,美慶山莊,2015/04/08,1,19.2,8.4,146,0.01,-,19,<1.0,9.6999999999999993,<4.0,105.6,<1.0,210
137,宜蘭縣,新城溪流域,新城溪,新城橋,2015/04/08,1,18.399999999999999,8.3000000000000007,173,0.01,-,17.600000000000001,1.2,9.3000000000000007,<4.0,98.7,<1.0,390
138,宜蘭縣,新城溪流域,新城溪,武荖坑,2015/04/08,1,18.100000000000001,8.1999999999999993,169,<0.01,-,16.2,1.8,9.4,<4.0,99.8,<1.0,3000
139,宜蘭縣,新城溪流域,新城溪,龍德大橋,2015/04/08,1,19.3,8.4,175,0.01,-,18.3,1,9.4,<4.0,101.4,<1.0,1100
140,宜蘭縣,蘇澳溪流域,蘇澳溪,永樂里,2015/04/07,-,-,-,-,-,-,-,-,-,-,-,-,-
141,宜蘭縣,蘇澳溪流域,蘇澳溪,白米橋,2015/04/07,1,20.399999999999999,7.4,251,0.06,-,20.3,3.2,8.1999999999999993,<4.0,90.5,1.1000000000000001,5100
